Atgrp_name	class6	UNIPROT.class	UNIPROT.Organism
AT1Gr10002093	TE	NA	NA
AT1Gr10002094	TE	NA	NA
AT1Gr10002095	TE	NA	NA
AT1Gr10002096	TE	NA	NA
AT1Gr10002097	TE	NA	NA
AT1Gr10002098	TE	NA	NA
AT1Gr10002099	TE	NA	NA
AT1Gr10002101	TE	NA	NA
AT1Gr10002102	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002105	TE	NA	NA
AT1Gr10002110	TE	NA	NA
AT1Gr10002112	TE	NA	NA
AT1Gr10002114	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002116	TE	NA	NA
AT1Gr10002117	TE	NA	NA
AT1Gr10002118	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002119	TE	NA	NA
AT1Gr10002122	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002128	TE	NA	NA
AT1Gr10002129	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002130	partial_or_no_homology	NA	NA
AT1Gr10002131	TE	NA	NA
AT1Gr10002133	TE	NA	NA
AT1Gr10002135	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002137	TE	NA	NA
AT1Gr10002138	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002142	TE	NA	NA
AT1Gr10002143	TE	NA	NA
AT1Gr10002144	TE	NA	NA
AT1Gr10002145	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002146	TE	NA	NA
AT1Gr10002147	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002149	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002150	TE	NA	NA
AT1Gr10002152	TE	NA	NA
AT1Gr10002153	TE	NA	NA
AT1Gr10002154	TE	NA	NA
AT1Gr10002155	TE	NA	NA
AT1Gr10002156	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002158	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002159	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002164	TE	NA	NA
AT1Gr10002166	TE	NA	NA
AT1Gr10002167	TE	NA	NA
AT1Gr10002168	TE	NA	NA
AT1Gr10002169	other_species	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002171	protein_tair10	Plant defense	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002172	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002173	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002178	TE	NA	NA
AT1Gr10002179	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002180	TE	NA	NA
AT1Gr10002181	TE	NA	NA
AT1Gr10002183	TE	NA	NA
AT1Gr10002186	TE	NA	NA
AT1Gr10002187	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002188	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002189	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002190	TE	NA	NA
AT1Gr10002191	TE	NA	NA
AT1Gr10002193	TE	TE / Transposon / Transposase / DNA transposition	Brassica oleracea var. oleracea
AT1Gr10002194	partial_or_no_homology	NA	NA
AT1Gr10002195	TE	NA	NA
AT1Gr10002197	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002200	TE	NA	NA
AT1Gr10002201	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002203	TE	NA	NA
AT1Gr10002205	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002207	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002209	partial_or_no_homology	NA	NA
AT1Gr10002215	TE	NA	NA
AT1Gr10002219	TE	NA	NA
AT1Gr10002224	TE	NA	NA
AT1Gr10002225	TE	NA	NA
AT1Gr10002227	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002228	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002233	protein_tair10	F-box	Capsella rubella
AT1Gr10002236	TE	NA	NA
AT1Gr10002239	TE	NA	NA
AT1Gr10002241	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002242	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002243	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002249	TE	NA	NA
AT1Gr10002250	TE	NA	NA
AT1Gr10002257	TE	NA	NA
AT1Gr10002258	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002260	TE-like	TE / Transposon / Transposase / DNA transposition	Trifolium pratense (Red clover)
AT1Gr10002265	TE-like	NA	NA
AT1Gr10002274	partial_or_no_homology	NA	NA
AT1Gr10002275	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002276	partial_or_no_homology	NA	NA
AT1Gr10002279	TE	NA	NA
AT1Gr10002280	TE	NA	NA
AT1Gr10002281	TE	NA	NA
AT1Gr10002285	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002286	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002288	TE	NA	NA
AT1Gr10002292	protein_tair10	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002294	TE	NA	NA
AT1Gr10002297	TE	NA	NA
AT1Gr10002303	partial_or_no_homology	NA	NA
AT1Gr10002304	TE	NA	NA
AT1Gr10002310	partial_or_no_homology	NA	NA
AT1Gr10002311	partial_or_no_homology	NA	NA
AT1Gr10002314	TE	NA	NA
AT1Gr10002317	TE	NA	NA
AT1Gr10002319	TE	NA	NA
AT1Gr10002321	TE	NA	NA
AT1Gr10002323	protein_tair10	Leucine-rich repeat	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002340	nucl_tair10	NA	NA
AT1Gr10002342	TE	NA	NA
AT1Gr10002343	TE	NA	NA
AT1Gr10002345	TE	NA	NA
AT1Gr10002348	TE	NA	NA
AT1Gr10002350	protein_thaliana	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002365	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002369	TE	DUF1204 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002381	TE	NA	NA
AT1Gr10002385	TE	NA	NA
AT1Gr10002389	TE	NA	NA
AT1Gr10002391	TE	NA	NA
AT1Gr10002412	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002420	TE	NA	NA
AT1Gr10002425	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002432	TE	NA	NA
AT1Gr10002439	TE	NA	NA
AT1Gr10002442	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002444	other_species	Transferase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002451	nucl_tair10	Nucleic acid binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002454	TE	NA	NA
AT1Gr10002458	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002461	TE	NA	NA
AT1Gr10002462	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002472	protein_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002478	TE	NA	NA
AT1Gr10002480	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002485	TE	NA	NA
AT1Gr10002487	TE	NA	NA
AT1Gr10002488	TE	NA	NA
AT1Gr10002516	nucl_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002518	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002520	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002526	TE	NA	NA
AT1Gr10002527	TE	NA	NA
AT1Gr10002528	TE	NA	NA
AT1Gr10002531	TE	NA	NA
AT1Gr10002537	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002538	nucl_tair10	Signal peptide / Secreted	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002540	TE	NA	NA
AT1Gr10002541	TE	NA	NA
AT1Gr10002549	partial_or_no_homology	NA	NA
AT1Gr10002560	TE	NA	NA
AT1Gr10002561	TE	NA	NA
AT1Gr10002562	TE	NA	NA
AT1Gr10002563	TE	NA	NA
AT1Gr10002568	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002572	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002573	nucl_tair10	DUF1204 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002576	partial_or_no_homology	NA	NA
AT1Gr10002578	TE	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002579	TE	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002581	TE	NA	NA
AT1Gr10002583	TE-like	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002585	nucl_tair10	DUF1204 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002586	TE	NA	NA
AT1Gr10002587	protein_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002588	TE	NA	NA
AT1Gr10002589	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002603	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002610	TE	NA	NA
AT1Gr10002614	TE	NA	NA
AT1Gr10002619	TE	NA	NA
AT1Gr10002628	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002629	TE	NA	NA
AT1Gr10002636	TE	NA	NA
AT1Gr10002638	TE	NA	NA
AT1Gr10002654	TE	NA	NA
AT1Gr10002657	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002664	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002678	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002682	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002686	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002689	protein_thaliana	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002702	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002720	nucl_tair10	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002721	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002722	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002723	TE	NA	NA
AT1Gr10002731	TE	NA	NA
AT1Gr10002753	TE	NA	NA
AT1Gr10002754	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002756	TE	NA	NA
AT1Gr10002772	TE	NA	NA
AT1Gr10002801	TE	NA	NA
AT1Gr10002803	TE	NA	NA
AT1Gr10002814	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002817	TE	NA	NA
AT1Gr10002818	TE	NA	NA
AT1Gr10002819	TE	NA	NA
AT1Gr10002820	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002825	TE	NA	NA
AT1Gr10002826	TE	NA	NA
AT1Gr10002834	nucl_tair10	Proteases / Peptidase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002835	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002836	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002837	partial_or_no_homology	NA	NA
AT1Gr10002841	TE	NA	NA
AT1Gr10002843	protein_tair10	Signal peptide / Secreted	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10002847	TE	NA	NA
AT1Gr10002852	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002855	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002856	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002857	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002872	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002874	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002879	TE	NA	NA
AT1Gr10002882	TE	NA	NA
AT1Gr10002883	TE	NA	NA
AT1Gr10002884	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002885	protein_tair10	NA	NA
AT1Gr10002886	TE	NA	NA
AT1Gr10002890	TE	NA	NA
AT1Gr10002891	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002894	protein_thaliana	Plant defense	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002899	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002901	TE	NA	NA
AT1Gr10002902	TE	NA	NA
AT1Gr10002911	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002914	nucl_tair10	NA	NA
AT1Gr10002918	nucl_tair10	DNA integration	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002922	other_species	Zinc-finger / Zinc knuckle	Capsella rubella
AT1Gr10002926	TE	NA	NA
AT1Gr10002927	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002931	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002935	protein_tair10	NA	NA
AT1Gr10002941	TE	NA	NA
AT1Gr10002949	TE	NA	NA
AT1Gr10002952	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002954	TE	NA	NA
AT1Gr10002957	nucl_tair10	Transferase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002964	TE	NA	NA
AT1Gr10002967	protein_tair10	Transcription factor	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10002975	TE	NA	NA
AT1Gr10002976	protein_tair10	DUF4283 domain-containing protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10002979	TE	NA	NA
AT1Gr10002980	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002982	protein_tair10	Transcription factor	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002985	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10002986	protein_tair10	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10002988	TE	NA	NA
AT1Gr10002999	TE	NA	NA
AT1Gr10003001	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003003	TE	NA	NA
AT1Gr10003004	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003005	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003007	TE	NA	NA
AT1Gr10003008	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003009	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003010	TE	NA	NA
AT1Gr10003011	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003012	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003018	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003020	TE	NA	NA
AT1Gr10003022	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003023	protein_thaliana	Transferase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003024	TE	NA	NA
AT1Gr10003028	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003038	TE-like	Reverse transcriptase	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10003042	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003045	protein_tair10	Plant defense	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003046	TE	NA	NA
AT1Gr10003047	TE	NA	NA
AT1Gr10003050	protein_thaliana	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003056	TE	NA	NA
AT1Gr10003057	TE	NA	NA
AT1Gr10003063	TE	NA	NA
AT1Gr10003064	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003069	protein_tair10	F-box	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)
AT1Gr10003070	protein_tair10	Repeat	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003076	TE	NA	NA
AT1Gr10003077	TE	NA	NA
AT1Gr10003078	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003082	TE	NA	NA
AT1Gr10003088	TE	NA	NA
AT1Gr10003098	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003101	TE	NA	NA
AT1Gr10003102	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003104	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003106	TE	NA	NA
AT1Gr10003111	nucl_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003113	protein_thaliana	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003115	other_species	DNA-binding	Brassica napus (Rape)
AT1Gr10003117	TE	NA	NA
AT1Gr10003123	TE	NA	NA
AT1Gr10003126	partial_or_no_homology	NA	NA
AT1Gr10003127	nucl_tair10	Flavoprotein	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003128	nucl_tair10	Flavoprotein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003129	protein_tair10	Flavoprotein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003130	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003132	other_species	Zinc-finger / Zinc knuckle	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10003142	protein_thaliana	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003143	nucl_tair10	Plant defense	Brassica napus (Rape)
AT1Gr10003146	TE	NA	NA
AT1Gr10003148	TE	NA	NA
AT1Gr10003150	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003158	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003168	TE	NA	NA
AT1Gr10003169	protein_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003170	protein_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003178	TE	NA	NA
AT1Gr10003182	protein_thaliana	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003185	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003189	nucl_tair10	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003190	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003191	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003202	nucl_tair10	RNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003205	protein_tair10	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003219	TE	NA	NA
AT1Gr10003220	TE	NA	NA
AT1Gr10003221	TE-like	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10003223	TE-like	Reverse transcriptase	Brassica oleracea (Wild cabbage)
AT1Gr10003237	partial_or_no_homology	NA	NA
AT1Gr10003246	TE	NA	NA
AT1Gr10003247	TE	NA	NA
AT1Gr10003248	TE	NA	NA
AT1Gr10003259	nucl_tair10	NA	NA
AT1Gr10003260	TE	NA	NA
AT1Gr10003261	TE	NA	NA
AT1Gr10003266	nucl_tair10	NA	NA
AT1Gr10003271	TE	NA	NA
AT1Gr10003274	protein_thaliana	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003287	nucl_tair10	NA	NA
AT1Gr10003302	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003310	TE	NA	NA
AT1Gr10003311	TE	NA	NA
AT1Gr10003315	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003319	partial_or_no_homology	NA	NA
AT1Gr10003337	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003340	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003343	TE	NA	NA
AT1Gr10003347	TE	NA	NA
AT1Gr10003354	TE	NA	NA
AT1Gr10003359	protein_tair10	NA	NA
AT1Gr10003370	TE-like	NA	NA
AT1Gr10003371	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003386	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003389	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003393	TE	NA	NA
AT1Gr10003394	TE	NA	NA
AT1Gr10003397	TE	NA	NA
AT1Gr10003398	TE	NA	NA
AT1Gr10003412	TE	NA	NA
AT1Gr10003413	TE	NA	NA
AT1Gr10003414	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10003417	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003434	TE	NA	NA
AT1Gr10003440	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003445	protein_tair10	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003448	nucl_tair10	DUF295 domain-containing protein	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003454	TE	NA	NA
AT1Gr10003459	TE	NA	NA
AT1Gr10003460	TE	NA	NA
AT1Gr10003480	TE	NA	NA
AT1Gr10003500	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT1Gr10003505	TE	NA	NA
AT1Gr10003541	TE	NA	NA
AT1Gr10003542	TE	NA	NA
AT1Gr10003560	TE	NA	NA
AT1Gr10003561	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003571	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003574	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003575	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT1Gr10003578	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003583	TE	NA	NA
AT1Gr10003588	TE	NA	NA
AT1Gr10003589	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003592	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003616	protein_thaliana	Other	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003645	TE	NA	NA
AT1Gr10003679	protein_tair10	RNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003685	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003697	TE	NA	NA
AT1Gr10003706	protein_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003716	nucl_tair10	F-box	Microthlaspi erraticum
AT1Gr10003717	TE	NA	NA
AT1Gr10003718	TE	NA	NA
AT1Gr10003719	nucl_tair10	F-box	Microthlaspi erraticum
AT1Gr10003720	nucl_tair10	F-box	Microthlaspi erraticum
AT1Gr10003730	nucl_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana x Arabidopsis arenosa
AT1Gr10003755	nucl_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003761	TE	NA	NA
AT1Gr10003768	TE	NA	NA
AT1Gr10003771	TE	NA	NA
AT1Gr10003772	TE	NA	NA
AT1Gr10003776	TE	NA	NA
AT1Gr10003793	partial_or_no_homology	NA	NA
AT1Gr10003797	nucl_tair10	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis thaliana (Mouse-ear cress)
AT1Gr10003806	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
