group	V1	V2	V3	V4	V5	V6	V7	V8	V9	tair.only	len	simgr	dup	te	have.tair	not.detect	chr	cnv	is.te	category	annot	go	sv	in.sv	genes.tes$V9	Ar11_id	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed	N_acc_where_readspresent
AT1Gr10001013	PanGen_Chr_1	Consensus	gene	8027114	8027973	.	+	.	ID=AT1Gr10001013	0	860		FALSE	0	0	0	1	1	FALSE	new_genes	protein_thaliana	DNA-binding	860	1	ID=AT1Gr10001013	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001014	PanGen_Chr_1	Consensus	gene	8030565	8035755	.	+	.	ID=AT1Gr10001014	0	5191		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Nucleic acid binding	5191	1	ID=AT1Gr10001014	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001015	PanGen_Chr_1	Consensus	gene	8041484	8043652	.	+	.	ID=AT1Gr10001015	0	2169		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2169	1	ID=AT1Gr10001015	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001019	PanGen_Chr_1	Consensus	gene	8076547	8082846	.	+	.	ID=AT1Gr10001019	0	6300		TRUE	0.7	0	0	1	1	TRUE	new_genes	TE	Reverse transcriptase	6300	1	ID=AT1Gr10001019	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001039	PanGen_Chr_1	Consensus	gene	8292438	8295505	.	+	.	ID=AT1Gr10001039	0	3068		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	3068	1	ID=AT1Gr10001039	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT1Gr10001045	PanGen_Chr_1	Consensus	gene	8341787	8347934	.	+	.	ID=AT1Gr10001045	0	6148		TRUE	0.3	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	5806	0.944372153545869	ID=AT1Gr10001045	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT1Gr10001052	PanGen_Chr_1	Consensus	gene	8457812	8459393	.	+	.	ID=AT1Gr10001052	0	1582		FALSE	0.6	0	0	1	1	TRUE	new_genes	TE	NA	1582	1	ID=AT1Gr10001052	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001055	PanGen_Chr_1	Consensus	gene	8469842	8470114	.	+	.	ID=AT1Gr10001055	0	273		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Signal peptide / Secreted	0	0	ID=AT1Gr10001055	NA	TRUE	FALSE	TRUE	FALSE	FALSE	11	17
AT1Gr10001071	PanGen_Chr_1	Consensus	gene	8578644	8580206	.	+	.	ID=AT1Gr10001071	0	1563		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	DUF4283 domain-containing protein	1563	1	ID=AT1Gr10001071	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001073	PanGen_Chr_1	Consensus	gene	8593119	8593972	.	+	.	ID=AT1Gr10001073	0	854		FALSE	0.4	0	0	1	1	FALSE	new_genes	partial_or_no_homology	NA	854	1	ID=AT1Gr10001073	NA	FALSE	FALSE	TRUE	FALSE	FALSE	7	8
AT1Gr10001078	PanGen_Chr_1	Consensus	gene	8658306	8663906	.	+	.	ID=AT1Gr10001078	0	5601		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	5601	1	ID=AT1Gr10001078	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	1
AT1Gr10001081	PanGen_Chr_1	Consensus	gene	8708473	8708782	.	+	.	ID=AT1Gr10001081	0	310		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	0	0	ID=AT1Gr10001081	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT1Gr10001112	PanGen_Chr_1	Consensus	gene	9040960	9045401	.	+	.	ID=AT1Gr10001112	0	4442		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4442	1	ID=AT1Gr10001112	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001126	PanGen_Chr_1	Consensus	gene	9182779	9183404	.	+	.	ID=AT1Gr10001126	0	626		FALSE	0	0	0	1	1	FALSE	new_genes	partial_or_no_homology	NA	626	1	ID=AT1Gr10001126	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001186	PanGen_Chr_1	Consensus	gene	9790715	9791146	.	+	.	ID=AT1Gr10001186	0	432		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	432	1	ID=AT1Gr10001186	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001188	PanGen_Chr_1	Consensus	gene	9809483	9814505	.	+	.	ID=AT1Gr10001188	0	5023		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	5023	1	ID=AT1Gr10001188	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	1
AT1Gr10001193	PanGen_Chr_1	Consensus	gene	9857858	9858396	.	+	.	ID=AT1Gr10001193	0	539		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	539	1	ID=AT1Gr10001193	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001234	PanGen_Chr_1	Consensus	gene	10188411	10189526	.	+	.	ID=AT1Gr10001234	0	1116		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1116	1	ID=AT1Gr10001234	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001241	PanGen_Chr_1	Consensus	gene	10265718	10265952	.	+	.	ID=AT1Gr10001241	0	235		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Other	235	1	ID=AT1Gr10001241	NA	TRUE	FALSE	TRUE	FALSE	FALSE	23	23
AT1Gr10001247	PanGen_Chr_1	Consensus	gene	10296088	10297409	.	+	.	ID=AT1Gr10001247	0	1322		TRUE	0	0	0	1	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1322	1	ID=AT1Gr10001247	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001259	PanGen_Chr_1	Consensus	gene	10419257	10420609	.	+	.	ID=AT1Gr10001259	0	1353		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1353	1	ID=AT1Gr10001259	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	1
AT1Gr10001262	PanGen_Chr_1	Consensus	gene	10468182	10469570	.	+	.	ID=AT1Gr10001262	0	1389		FALSE	1	0	0	1	0	TRUE	new_genes	TE	Reverse transcriptase	1389	1	ID=AT1Gr10001262	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001265	PanGen_Chr_1	Consensus	gene	10499423	10505934	.	+	.	ID=AT1Gr10001265	0	6512		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Nucleus	6512	1	ID=AT1Gr10001265	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001271	PanGen_Chr_1	Consensus	gene	10561782	10563248	.	+	.	ID=AT1Gr10001271	0	1467		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Leucine-rich repeat	1467	1	ID=AT1Gr10001271	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001272	PanGen_Chr_1	Consensus	gene	10564440	10566875	.	+	.	ID=AT1Gr10001272	0	2436		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Leucine-rich repeat	2436	1	ID=AT1Gr10001272	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001282	PanGen_Chr_1	Consensus	gene	10692401	10693386	.	+	.	ID=AT1Gr10001282	0	986		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	986	1	ID=AT1Gr10001282	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	1
AT1Gr10001296	PanGen_Chr_1	Consensus	gene	10769931	10772835	.	+	.	ID=AT1Gr10001296	0	2905		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2905	1	ID=AT1Gr10001296	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001300	PanGen_Chr_1	Consensus	gene	10807706	10811774	.	+	.	ID=AT1Gr10001300	0	4069		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	4069	1	ID=AT1Gr10001300	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001302	PanGen_Chr_1	Consensus	gene	10819683	10820007	.	+	.	ID=AT1Gr10001302	0	325		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Other	20	0.0615384615384615	ID=AT1Gr10001302	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	12
AT1Gr10001330	PanGen_Chr_1	Consensus	gene	11097533	11099404	.	+	.	ID=AT1Gr10001330	0	1872		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1872	1	ID=AT1Gr10001330	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001331	PanGen_Chr_1	Consensus	gene	11102864	11103499	.	+	.	ID=AT1Gr10001331	0	636		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	636	1	ID=AT1Gr10001331	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001332	PanGen_Chr_1	Consensus	gene	11122693	11123035	.	+	.	ID=AT1Gr10001332	0	343		FALSE	0	0	0	1	0	FALSE	new_genes	other_species	NA	20	0.0583090379008746	ID=AT1Gr10001332	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT1Gr10001335	PanGen_Chr_1	Consensus	gene	11158317	11159483	.	+	.	ID=AT1Gr10001335	0	1167		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Zinc-finger / Zinc knuckle	1167	1	ID=AT1Gr10001335	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001342	PanGen_Chr_1	Consensus	gene	11221649	11227264	.	+	.	ID=AT1Gr10001342	0	5616		TRUE	0.1	0	0	1	1	FALSE	new_genes	TE-like	Reverse transcriptase	5584	0.994301994301994	ID=AT1Gr10001342	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0
AT1Gr10001351	PanGen_Chr_1	Consensus	gene	11307360	11309042	.	+	.	ID=AT1Gr10001351	0	1683		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1683	1	ID=AT1Gr10001351	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	20
AT1Gr10001375	PanGen_Chr_1	Consensus	gene	11483418	11484468	.	+	.	ID=AT1Gr10001375	0	1051		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Other	191	0.181731684110371	ID=AT1Gr10001375	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	27
AT1Gr10001377	PanGen_Chr_1	Consensus	gene	11516740	11518117	.	+	.	ID=AT1Gr10001377	0	1378		FALSE	0.2	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	1378	1	ID=AT1Gr10001377	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001382	PanGen_Chr_1	Consensus	gene	11554890	11560468	.	+	.	ID=AT1Gr10001382	0	5579		FALSE	0.1	0	0	1	0	FALSE	new_genes	protein_tair10	Other	5173	0.927227101631117	ID=AT1Gr10001382	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	12
AT1Gr10001386	PanGen_Chr_1	Consensus	gene	11579691	11584540	.	+	.	ID=AT1Gr10001386	0	4850		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4850	1	ID=AT1Gr10001386	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001388	PanGen_Chr_1	Consensus	gene	11602500	11602913	.	+	.	ID=AT1Gr10001388	0	414		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	414	1	ID=AT1Gr10001388	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001391	PanGen_Chr_1	Consensus	gene	11614563	11615019	.	+	.	ID=AT1Gr10001391	0	457		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	Membrane / Transmembrane	457	1	ID=AT1Gr10001391	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT1Gr10001392	PanGen_Chr_1	Consensus	gene	11616843	11617584	.	+	.	ID=AT1Gr10001392	0	742		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	742	1	ID=AT1Gr10001392	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	9
AT1Gr10001406	PanGen_Chr_1	Consensus	gene	11712324	11717386	.	+	.	ID=AT1Gr10001406	0	5063		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	5063	1	ID=AT1Gr10001406	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	2
AT1Gr10001416	PanGen_Chr_1	Consensus	gene	11765179	11768655	.	+	.	ID=AT1Gr10001416	0	3477		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	3477	1	ID=AT1Gr10001416	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001417	PanGen_Chr_1	Consensus	gene	11769030	11770031	.	+	.	ID=AT1Gr10001417	0	1002		TRUE	0	0	0	1	0	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1002	1	ID=AT1Gr10001417	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001422	PanGen_Chr_1	Consensus	gene	11822448	11824795	.	+	.	ID=AT1Gr10001422	0	2348		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2348	1	ID=AT1Gr10001422	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001437	PanGen_Chr_1	Consensus	gene	11970284	11970745	.	+	.	ID=AT1Gr10001437	0	462		FALSE	0	0	0	1	1	FALSE	new_genes	protein_tair10	Zinc-finger / Zinc knuckle	462	1	ID=AT1Gr10001437	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001439	PanGen_Chr_1	Consensus	gene	11986038	11986337	.	+	.	ID=AT1Gr10001439	0	300		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	300	1	ID=AT1Gr10001439	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001440	PanGen_Chr_1	Consensus	gene	11989256	11989891	.	+	.	ID=AT1Gr10001440	0	636		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	636	1	ID=AT1Gr10001440	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001441	PanGen_Chr_1	Consensus	gene	11997552	11998312	.	+	.	ID=AT1Gr10001441	0	761		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	Membrane / Transmembrane	761	1	ID=AT1Gr10001441	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001442	PanGen_Chr_1	Consensus	gene	11999473	12000546	.	+	.	ID=AT1Gr10001442	0	1074		FALSE	0.9	0	0	1	1	TRUE	new_genes	TE	NA	1074	1	ID=AT1Gr10001442	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001447	PanGen_Chr_1	Consensus	gene	12046075	12050782	.	+	.	ID=AT1Gr10001447	0	4708		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4708	1	ID=AT1Gr10001447	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001451	PanGen_Chr_1	Consensus	gene	12091572	12094859	.	+	.	ID=AT1Gr10001451	0	3288		FALSE	0.4	0	0	1	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	3288	1	ID=AT1Gr10001451	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001456	PanGen_Chr_1	Consensus	gene	12129274	12132009	.	+	.	ID=AT1Gr10001456	0	2736		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2717	0.993055555555556	ID=AT1Gr10001456	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001461	PanGen_Chr_1	Consensus	gene	12191841	12193276	.	+	.	ID=AT1Gr10001461	0	1436		FALSE	0.9	0	0	1	1	TRUE	new_genes	TE	NA	1436	1	ID=AT1Gr10001461	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001466	PanGen_Chr_1	Consensus	gene	12264246	12268757	.	+	.	ID=AT1Gr10001466	0	4512		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4512	1	ID=AT1Gr10001466	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001468	PanGen_Chr_1	Consensus	gene	12286963	12287480	.	+	.	ID=AT1Gr10001468	0	518		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	Membrane / Transmembrane	518	1	ID=AT1Gr10001468	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	6
AT1Gr10001475	PanGen_Chr_1	Consensus	gene	12400883	12402585	.	+	.	ID=AT1Gr10001475	0	1703		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	1703	1	ID=AT1Gr10001475	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001478	PanGen_Chr_1	Consensus	gene	12440178	12440735	.	+	.	ID=AT1Gr10001478	0	558		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Membrane / Transmembrane	558	1	ID=AT1Gr10001478	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001483	PanGen_Chr_1	Consensus	gene	12461708	12463283	.	+	.	ID=AT1Gr10001483	0	1576		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	1569	0.995558375634518	ID=AT1Gr10001483	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT1Gr10001488	PanGen_Chr_1	Consensus	gene	12531096	12531965	.	+	.	ID=AT1Gr10001488	0	870		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	870	1	ID=AT1Gr10001488	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001496	PanGen_Chr_1	Consensus	gene	12626060	12626461	.	+	.	ID=AT1Gr10001496	0	402		FALSE	0.7	0	0	1	0	TRUE	new_genes	TE	NA	381	0.947761194029851	ID=AT1Gr10001496	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	5
AT1Gr10001504	PanGen_Chr_1	Consensus	gene	12686872	12687090	.	+	.	ID=AT1Gr10001504	0	219		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	219	1	ID=AT1Gr10001504	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001506	PanGen_Chr_1	Consensus	gene	12699084	12699303	.	+	.	ID=AT1Gr10001506	0	220		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	4	0.0181818181818182	ID=AT1Gr10001506	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	9
AT1Gr10001509	PanGen_Chr_1	Consensus	gene	12716060	12716573	.	+	.	ID=AT1Gr10001509	0	514		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	514	1	ID=AT1Gr10001509	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001510	PanGen_Chr_1	Consensus	gene	12724624	12726000	.	+	.	ID=AT1Gr10001510	0	1377		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1377	1	ID=AT1Gr10001510	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001519	PanGen_Chr_1	Consensus	gene	12796157	12796498	.	+	.	ID=AT1Gr10001519	0	342		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	279	0.815789473684211	ID=AT1Gr10001519	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	19
AT1Gr10001521	PanGen_Chr_1	Consensus	gene	12842908	12844653	.	+	.	ID=AT1Gr10001521	0	1746		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	202	0.115693012600229	ID=AT1Gr10001521	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	16
AT1Gr10001523	PanGen_Chr_1	Consensus	gene	12846984	12847420	.	+	.	ID=AT1Gr10001523	0	437		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Response to auxin	437	1	ID=AT1Gr10001523	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001524	PanGen_Chr_1	Consensus	gene	12848449	12848889	.	+	.	ID=AT1Gr10001524	0	441		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	Response to auxin	441	1	ID=AT1Gr10001524	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT1Gr10001525	PanGen_Chr_1	Consensus	gene	12853552	12854330	.	+	.	ID=AT1Gr10001525	0	779		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	779	1	ID=AT1Gr10001525	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001535	PanGen_Chr_1	Consensus	gene	12888004	12889466	.	+	.	ID=AT1Gr10001535	0	1463		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Zinc-finger / Zinc knuckle	1463	1	ID=AT1Gr10001535	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0
AT1Gr10001539	PanGen_Chr_1	Consensus	gene	12914305	12922273	.	+	.	ID=AT1Gr10001539	0	7969		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	7871	0.987702346593048	ID=AT1Gr10001539	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	13
AT1Gr10001553	PanGen_Chr_1	Consensus	gene	13049464	13054320	.	+	.	ID=AT1Gr10001553	0	4857		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4857	1	ID=AT1Gr10001553	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001561	PanGen_Chr_1	Consensus	gene	13113359	13113514	.	+	.	ID=AT1Gr10001561	0	156		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	1	0.00641025641025641	ID=AT1Gr10001561	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT1Gr10001562	PanGen_Chr_1	Consensus	gene	13134032	13135048	.	+	.	ID=AT1Gr10001562	0	1017		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1017	1	ID=AT1Gr10001562	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001566	PanGen_Chr_1	Consensus	gene	13191595	13194210	.	+	.	ID=AT1Gr10001566	0	2616		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2616	1	ID=AT1Gr10001566	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10001571	PanGen_Chr_1	Consensus	gene	13247612	13251845	.	+	.	ID=AT1Gr10001571	0	4234		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	1890	0.446386395843174	ID=AT1Gr10001571	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	11
AT1Gr10001578	PanGen_Chr_1	Consensus	gene	13317638	13319107	.	+	.	ID=AT1Gr10001578	0	1470		FALSE	0.1	0	0	1	0	FALSE	new_genes	other_species	Uncharacterized protein	533	0.362585034013605	ID=AT1Gr10001578	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	12
AT1Gr10001581	PanGen_Chr_1	Consensus	gene	13368398	13375485	.	+	.	ID=AT1Gr10001581	0	7088		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	3135	0.44229683972912	ID=AT1Gr10001581	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001584	PanGen_Chr_1	Consensus	gene	13407898	13409562	.	+	.	ID=AT1Gr10001584	0	1665		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1665	1	ID=AT1Gr10001584	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	10
AT1Gr10001591	PanGen_Chr_1	Consensus	gene	13481822	13483471	.	+	.	ID=AT1Gr10001591	0	1650		FALSE	0.4	0	0	1	1	FALSE	new_genes	other_species	Zinc-finger / Zinc knuckle	1650	1	ID=AT1Gr10001591	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	3
AT1Gr10001595	PanGen_Chr_1	Consensus	gene	13512217	13515504	.	+	.	ID=AT1Gr10001595	0	3288		TRUE	0.8	0	0	1	1	TRUE	new_genes	TE	NA	3288	1	ID=AT1Gr10001595	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001612	PanGen_Chr_1	Consensus	gene	13638278	13640379	.	+	.	ID=AT1Gr10001612	0	2102		FALSE	0.4	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	2008	0.955280685061846	ID=AT1Gr10001612	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT1Gr10001614	PanGen_Chr_1	Consensus	gene	13649606	13649822	.	+	.	ID=AT1Gr10001614	0	217		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	1	0.00460829493087558	ID=AT1Gr10001614	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001626	PanGen_Chr_1	Consensus	gene	13802564	13803832	.	+	.	ID=AT1Gr10001626	0	1269		TRUE	0.4	0	0	1	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1269	1	ID=AT1Gr10001626	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10001632	PanGen_Chr_1	Consensus	gene	13866654	13867091	.	+	.	ID=AT1Gr10001632	0	438		FALSE	0.4	0	0	1	0	FALSE	new_genes	TE-like	NA	438	1	ID=AT1Gr10001632	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001634	PanGen_Chr_1	Consensus	gene	13902142	13902982	.	+	.	ID=AT1Gr10001634	0	841		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	F-box	264	0.313912009512485	ID=AT1Gr10001634	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	6
AT1Gr10001637	PanGen_Chr_1	Consensus	gene	13938348	13939369	.	+	.	ID=AT1Gr10001637	0	1022		FALSE	0.9	0	0	1	0	TRUE	new_genes	TE	Uncharacterized protein	917	0.897260273972603	ID=AT1Gr10001637	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10001640	PanGen_Chr_1	Consensus	gene	13983108	13984356	.	+	.	ID=AT1Gr10001640	0	1249		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	F-box	1249	1	ID=AT1Gr10001640	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10001641	PanGen_Chr_1	Consensus	gene	13985746	13986944	.	+	.	ID=AT1Gr10001641	0	1199		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	F-box	711	0.592994161801501	ID=AT1Gr10001641	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	4
AT1Gr10001642	PanGen_Chr_1	Consensus	gene	14004647	14012659	.	+	.	ID=AT1Gr10001642	0	8013		TRUE	0.1	0	0	1	1	FALSE	new_genes	nucl_tair10	NA	7044	0.879071508798203	ID=AT1Gr10001642	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	13
